operator,addr:housenumber,addr:street,addr:city,addr:place,addr:postcode,fuel:octane_95,fuel:octane_98,fuel:diesel,fuel:lpg,fuel:CNG
Kioch Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),29A,,,KOBYLNIKI,09-450,yes,,yes,yes,
Wasbrukgaz Witold Sochoń Spółka Jawna,10B,,,KRZYWANICE,09-440,yes,,yes,yes,
Spółdzielnia Usług Rolniczych,,,,MAŁA WIEŚ,09-460,,,,yes,
Stacja Lpg,,Mała,Mała Wieś,,09-460,,,,yes,
Stacja Gazu I Paliw Płynnych. Tartak Krzysztof Opała,9,Płońska,Mała Wieś,,09-460,yes,yes,yes,yes,
Metal - Zbigniew Podkowski,,Małe,Małe Góry,,09-530,,,,yes,
Gastro-Pal Sp. Z O. O. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7504),28,,,MAŃKOWO,09-226,yes,yes,yes,yes,
Stacja Lpg,,Miszewo,Miszewo Murowane,,09-470,,,,yes,
Stacja Lpg,,Nowe,Nowe Miszewo,,09-470,,,,yes,
Viktoria Sp.Z O.O. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7280),7,Włocławska,Nowy Duninów,,09-505,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4357,16,,,NOWY RECZYN,09-470,yes,yes,yes,yes,
"Mega - Gaz S.C. K. Krzywkowski, H. Kaźmierski",8A,Przemysłowa,Płock,,09-400,yes,,yes,yes,
Marcin Wiśniewski,43,Targowa,Płock,,09-407,yes,,yes,yes,
Bio-Dom Plus Spółka Z Ograniczoną Odpowiedzialnością,57,Graniczna,Płock,,09-400,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 993),2,Piłsudskiego,Płock,,09-402,yes,yes,yes,yes,
Pphu Eko-Benz Sp. Z O.O.,,"Radzanowo, Ul.",Radzanowo,,09-451,yes,,yes,yes,
Marek Wąsowski Iwmar,23,Mazowiecka,Rogozino,,09-442,,,yes,yes,
Trans- Petrol Przedsiębiorstwo Transportowo-Handlowe Stefan Wawrzyński (Huzar),68C,,,SIKÓRZ,09-411,yes,,yes,yes,
Trans- Petrol Przedsiębiorstwo Transportowo-Handlowe Stefan Wawrzyński,97,,,SIKÓRZ,09-413,yes,,yes,yes,
Stacja Paliw Dom-Kal Spółka Jawna Marian Dobaczewski I Lechkaliński,83,Płocka,Słubice,,09-533,yes,yes,yes,yes,
Mgr Grupa Spółka Z Ograniczoną Odpowiedzialnością,9,Al. Jana Pawła Ii,Słupno,,05-250,yes,yes,yes,,
"Grzegorz Bogucki Zakład Handlowo-Usługowy ""Montares""",34A,Ul. Płocka,Staroźreby,,09-440,yes,,yes,yes,
Splendor Dariusz Serwach  Huzar,,,,STAROŹREBY,09-440,yes,,yes,yes,
Stacja Paliw,35,,,STRÓŻEWKO,09-442,,,yes,,
Stacje Paliw Twoya Spółka Z Ograniczoną Odpowiedzialnością,17,,,UMIENINO-ŁUBKI,09-411,yes,,yes,yes,
Gerpol Spółka Z Ograniczoną Odpowiedzialnoscią (Part. Bp),,,,WARSZEWKA,09-210,yes,yes,yes,yes,
Ewa Łazarz Grzegorz Łazarz - Wspólnicy Spółki Cywilnej,92,,,WĘGRZYNOWO,09-460,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowo Usługowe ""Mares"" Sp.Z O.O., (Stacja Partnerska Marki Lotos)",56,,,WOLA ŁĄCKA,09-520,yes,,yes,yes,
"Dariusz Serwach, Splendor",,Worowice,Worowice Wyroby,,09-440,yes,,yes,yes,
Kioch Sp. Z O.O. (Stacja Franczyzowa Pkn Orlen S.A. Nr 7194),29A,Kobylniki,Wyszogród,,09-450,yes,yes,yes,yes,
"Firma Usługowo Handlowa ""Irhal"" Irena Kłysiak",26,Niepodległości,Wyszogród,,09-450,yes,,yes,,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,40,Śródborze,Baboszewo,,09-130,yes,,yes,yes,
Stacja Paliw Werst-Oil Andrzej Werstler - Stacja Marki Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,46B,Dłużniewo,Boboszewo,,09-130,yes,yes,yes,yes,
"Firma Handlowo Usługowa ""Irhal"" (Part. Circle)",2,Wspólna,Bońki,,09-100,yes,yes,yes,yes,
Delta-Gas Spółka Akcyjna,11A,,,BRZEŚCIE NOWE,09-130,yes,,yes,yes,
"Gwiazda Paweł Gwiazda, Grzegorz Gwiazda Spółka Jawna (Fr. Orlen)",41B,,,CHOCISZEWO,09-150,yes,yes,yes,yes,
Stacja Paliw Lukoil (Amic Polska Spółka Z Ograniczoną Odpowiedzialnością),41A,,,DZIERZĄŻNIA,09-164,yes,,yes,yes,
"Przedsiębiorstwo Produkcyjno-Usługowe ""Pal-Bud"" Marian Serwach (Stacja Franczyzowa Pkn Orlen S.A. Nr 7046)",,,,ILINKO,09-100,yes,yes,yes,yes,
Spółdzielnia Kółek Rolniczych W Nowym Mieście,44,,,JONIEC,09-131,yes,,yes,yes,
"Łukasz Czarnecki (Stacja Paliw ""Moya"")",1A,Koziminy-Stachowo,Koziminy,,09-100,yes,,yes,yes,
Pphu Roman Słupecki,122,,,KROCZEWO,09-142,,,,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,7,Michalinek 1A Dk Nr,Michalinek,,09-141,yes,,yes,yes,
M.J. Oil Sp. Z O.O. (Stacja Franczyzowa Bliska Nr 7469),,"Osiedle 13,",Naruszewo,,09-152,yes,,yes,yes,
Klimczewski Karol Usługi Transportowe Klimczewski Karol,49,,,NOWE KUCICE,09-162,yes,,yes,yes,
Spółdzielnia Kółek Rolniczych Nowe Miasto,7/1,,,NOWE MIASTO-FOLWARK,09-120,yes,,yes,yes,
Aga Spółka Z Ograniczoną Odpowiedzialnością  (Stacja Franczyzowa Pkn Orlen S.A. Nr 7090),1,Północna,Płońsk,,09-100,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Palimax"" Sp. Z O. O.",2A,Spółdzielcza,Płońsk,,09-100,yes,yes,yes,yes,
Autopol-Michalski Motors Spółka Jawna,6A,Mazowiecka,Płońsk,,09-100,yes,,,,
Bp Europa Se Spółka Europejska Oddział W Polsce,61,Warszawska,Płońsk,,09-100,yes,yes,yes,yes,
Wasbrukgaz Witold Sochoń Spółka Jawna,61,Wyszogrodzka,Płońsk,,09-100,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 676),78A,Warszawska,Płońsk,,09-100,yes,yes,yes,yes,
Petro-Naft Sp.Z O.O.,9,Piaskowa,Płońsk,,09-100,yes,yes,yes,yes,
Przedsiębiorstwo Wielobranżowe Palimax Sp. Z O.O.,11,Mazowiecka,Płońsk,,09-100,yes,,yes,,
Stacja Paliw Pgk Sp. Z O.O.,4,Mickiewicza,Płońsk,,09-100,yes,,yes,,
"Puh ""Hurt-Detal"" A. Rybacka",14,11 Listopada,Raciąż,,09-140,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1334),91,Płocka,Raciąż,,09-140,yes,yes,yes,yes,
Atm-Rd Spółka Z Ograniczoną Odpowiedzialnością (Stacja Franczyzowa Pkn Orlen S.A. Nr 7269),1,Sierakowo,Raciąż,,09-140,yes,yes,yes,yes,
Puh Cegaz Cezary Goszczyński,73,,,SIEDLIN,09-100,,,,yes,
Stacja Paliw Huzar,,,,SIELEC,09-150,yes,,yes,yes,
Kazmar Kazimierz Pluta (Part. Lotos),19B,,,SKRZYNKI,09-100,yes,yes,yes,yes,
Przedsiębiorstwo Produkcyjno Usługowe Pal-Bud,,,,SKWARY,09-152,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1520),,Ciechanowska,Sochocin,,09-110,yes,,yes,yes,
Bartkowski Mieczysław Stacja Paliw Płynnych,1A,,,SZPONDOWO,09-100,,,yes,,
J.Cz.K. Wegaz Justyna Krzyżanowska,71/6,,,ZAŁUSKI,09-142,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,7,Dk,Załuski,,09-142,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Mop,Brwinów,,05-840,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,15,Obwodnica,Brwinów,,05-840,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1000,17,Al. Krakowska,Falenty,,05-090,yes,yes,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,3,Mszczonowska,Janki,,05-090,yes,yes,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością,10,Mszczonowska,Janki,,05-090,yes,yes,yes,,
Pph Mark-Gaz Markuszewski Mieczysław,,,,KANIE,05-805,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 242),1A,Spisaka,Kolonia Opacz,,05-816,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Kotowice 50 (Mop,Kotowice,,05-840,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,,Kotowice 52 (Mop,Kotowice,,05-840,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,249C,Al. Jerozolimskie,Michałowice,,05-816,yes,yes,yes,yes,
Gaz Tank Spółka Z Ograniczoną Odpowiedzialnością,,Al. Jerozolimskie 287,Michałowice,,05-816,,,,yes,
Anwim Spółka Akcyjna (Moya),26,Pruszkowska,Nadarzyn,,05-830,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,24B,Wolica,Nadarzyn,,05-830,yes,yes,yes,yes,
"Wasbruk Sochoń Arkadiusz , Sochoń Witold Sp. J.",15,Sienkiewicza,Nadzrzyn,,05-830,,,,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,73,Sokołowska,Pęcice,,05-816,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 4448,49,Parkowa,Pęcice,,05-806,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,69,Poznańska,Pruszków,,05-800,yes,yes,yes,yes,
Anwim Spółka Akcyjna (Moya),8,Warsztatowa,Pruszków,,05-800,yes,,yes,yes,
Shell Polska Spółka Z Ograniczoną Odpowiedzialnością (Stacja Nr 1003),4,Wojska Polskiego,Pruszków,,05-800,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4442),7,Bohaterów Warszawy,Pruszków,,05-800,yes,yes,yes,,
Galon-Polska Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),127,Wojska Polskiego,Pruszków,,05-800,yes,yes,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,404,Al. Jerozolimskie,Pruszków,,05-800,yes,yes,yes,yes,
Galon-Polska Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),130,3-Go Maja,Pruszków,,05-800,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 674,4,Piastowska,Pruszków,,05-800,yes,yes,yes,yes,
Krzysztof Chodźko C.K. Impergaz,1A,Sportowa,Raszyn,,05-090,,,,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,23,Regulska,Reguły,,05-816,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,17,Powstańców Warszawy,Reguły,,05-816,yes,yes,yes,yes,
Spółdzielnia Kółek Rolniczych,4,Graniczna,Reguły,,05-816,,,yes,,
"P.P.H.U. ""Balton"" Sławomir Czarzasty",9,Grunwaldzka,Chorzele,,06-330,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 761,19A,Grunwaldzka,Chorzele,,06-330,yes,yes,yes,yes,
"Przedsiebiorstwo Handlowo-Transportowe ""Tracom"" Spółka Z Ograniczoną Odpowiedzialnością  (Huzar)",2,Padlewskiego,Chorzele,,06-330,yes,yes,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Begaz"" Andrzej Bieńkowski",7B,Jasna,Czernice Borowe,,06-415,yes,,yes,yes,
Sklep Motoryzacyjny Mariusz Mikulak,65,Warszawska,Jednorożec,,06-323,yes,yes,yes,,
Szymon Wąsowski Agro-Serwis,,,,KRASNE,06-408,yes,,yes,,
Stacja Paliw Jerzy Żebrowski,7,Chorzelska,Krzynowłoga Mała,,06-316,,,yes,yes,
Stacja Paliw Usługi Transportowe Dariusz Barłożek,50A,Leszno,Przasnysz,,06-300,yes,,yes,,
"Władysław Tworkowski Sklep Wielobranżowy ""Montana"",Usługi Transportowe, Export-Import",3C,Targowa,Przasnysz,,06-300,,,yes,,
P.P.H. U Moto - Benz Wiesław Budny,23G,Słowackiego,Przasnysz,,06-300,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowo-Usługowe ""Gramax"" Spółka Z Ograniczoną Odpowiedzialnością",3,Szosa Ciechanowska,Przasnysz,,06-200,yes,yes,yes,yes,
Firma Handlowo Usługowo Transportowa Mj Gaz Edyta Załęska,102,Makowska,Przasnysz,,06-300,,,,yes,
Phup Justyn Feit Rafał,142,Makowska,Przasnysz,,06-300,,,,yes,
Wasbruk Sp.Z O.O.,2A),Juzefa Piłsudskiego 54 (Szosa Ciechanowska,Przasnysz,,06-300,yes,,yes,yes,
Marpol Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),23A,Makowska,Przasnysz,,06-300,yes,yes,yes,yes,
Andrzej Bieńkowski Przedsiębiorstwo Wielobranżowe Begaz,100,Piłsudskiego,Przasnysz,,06-300,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna Nr 1544,53,,,SIERAKOWO,06-300,yes,yes,yes,yes,
"Fh-U Ankrom S.J. J. Krajewski, J. Krajewska",205,,,ZARĘBY,06-333,yes,,yes,yes,
Prd Zaskórski I Współnicy Sp.Z O.O.,38,Opoczyńska,Gielniów,,26-434,,,yes,,
Kluczowa Sp. Z O.O. (Stacja Partnerska Marki Bp),35,Opioczyńska,Gielniów,,26-434,yes,yes,yes,yes,
Marian Jankowski,,,,GIELNIÓW,26-434,yes,,yes,,
Marian Janiszek I Wspólnicy Spółka Jawna Mar-Rom (Huzar),97,Piłsudskiego,Gielniów,,26-434,yes,yes,yes,yes,
Marian Janiszek I Wspólnicy Spółka Jawna Mar-Rom,97,Piłsudskiego,Gielnów,,26-434,yes,yes,yes,yes,
"Leszek Czernik Stacja Auto Gaz ""Ela""",61,"Janików, Ul. Główna",Janików,,26-400,,,,yes,
Phu Kólko Barbara Żułcińska,23,,,KLWOWSKA WOLA,26-415,yes,,yes,yes,
Stacja Paliw Piotr Żólc,23,Klwów/Przysuski,Klwowska Wola,,26-415,yes,,yes,,
Stacja Paliw Handel Usługi Barbara Żułcińska,23,Klwowska Wola,Klwów,,26-415,yes,,yes,,
Stacja  Lpg,,,,KŁONNA,26-425,,,,yes,
"A.T.H. Hernik A. Hernik, T. Hernik Sp. J.",,Kolonia,Kolonia Skrzyńska,,26-640,,,,yes,
Stacja  Lpg,,,,ODRZYWÓŁ,26-425,,,,yes,
Stacja Lpg,,,,ODRZYWÓŁ,26-425,,,,yes,
Trakt Norbert Dziuba Katarzyna Markiewicz Spółka Jawna,,,,ODRZYWÓŁ,26-425,yes,yes,yes,yes,
Auto -Gaz Centrum Ogrodniczo Przemysłowe Jan Kosiec,7,Warszawska,Potworów,,26-414,yes,,yes,yes,
J.S.Stachurscy Stacja Paliw I Usługi Motoryzacyjne Spółka Jawna W Potworowie,46,Łódzka,Potworów,,26-414,yes,,yes,yes,
Roman Świerczewski Firma Wacek Handel - Usługi,14A,Przemysłowa,Przysucha,,26-400,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1215),31,Radomska,Przysucha,,26-400,yes,,yes,yes,
Stacja Lpg,,,,RUSINÓW,26-411,,,,yes,
Przedsiębiorstwo Handlowo-Transportowe Wiesław Kędziora,5,Przysuska,Rusinów,,26-411,yes,,yes,yes,
Prywatne Przedsiębiorstwo Handlowo Usługowe Wiesława Gmyrek,,Sady,Sady Kolonia,,26-415,yes,,yes,yes,
Phu Gala Ewa Wójtowicz,34,Przemysłowa,Skrzyńsko,,26-400,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,2A,Kolonia Skrzyńsko,Skrzyńsko (Przysucha),,26-400,yes,,yes,,
Ath Hernik Sp.J.,,,,SKRZYŃSKO KOLONIA,26-400,yes,yes,yes,yes,
Phu Ropex Krzysztof Wójtowicz (Stacja Franczyzowa Bliska Nr 7302),129B,,,WIENIAWA,26-432,yes,,yes,yes,
Trakt - Norbert Dziuba Wspólnik Spółki Cywilnej Norbert Dziuba,65,Warszawska,Wysokin,,26-425,yes,yes,yes,yes,
Stacja Lpg,,,,ZBOŻENNA,26–400,,,,yes,
Long -Tir Sp.Z O.O.,2,,,CHMIELEWO,06-100,,,yes,,
Anwim Spółka Akcyjna,260,,,GZOWO,06-116,yes,yes,yes,yes,
"Tank-Trans Joanna Sitek, Marzena Kochta Spółka Jawna",53,,,GZOWO,06-114,yes,,yes,yes,
"Mon-Gaz Dystrybucja Gazu Propan-Butan,Skrzydlak-Gerek Monika",5,,,JEŻEWO,,,,,yes,
"Gerpol Sp. Z O.O., (Stacja Partnerska Marki Lotos)",61,Dk,Jeżewo,,09-100,yes,yes,yes,yes,
Gerpol Spółka Z Ograniczoną Odpowiedzialnoscią (Part. Lotos),4B,,,LIPA,06-100,yes,yes,yes,yes,
Max Machla Spółka Jawna,155B,,,OBRYTE,07-215,yes,,yes,yes,
Stacja Paliw Phu Sap J.B. Wierzbowski S.J.,,,,ORZYC K/PUŁTUSKA,06-220,yes,,yes,yes,
Ab - 5 Agnieszka Brzezińska,17,Pułtuska,Pniewo,,07-214,yes,yes,yes,yes,
Ab-5 Agnieszka Brzezińska (Fr. Orlen),98A,,,PNIEWO,07-214,yes,yes,yes,yes,
"Przedsiębiorstwo Produkcyjno-Handlowe ""Ger-Pol"" Krzysztof Gierczak",45/51,Mickiewicza,Pułtusk,,06-100,,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1338),41,Warszawska,Pułtusk,,06-100,yes,yes,yes,yes,
Pphu Rolnex,2,Chmielewo,Pułtusk,,06-100,,,yes,,
Agra  Sp. Z O.O. (Stacja Partnerska Marki Bp),27,Warszawska,Pułtusk,,06-100,yes,yes,yes,,
"Stacja Paliw Ppu Zambet S.A.Pułtusk, Al..Wojska Polskiego 52A",,Wojska,Pułtusk,,06-100,,,yes,,
Wasbruk Spółka Z Ograniczoną Odpowiedzialnością,147,Kościuszki,Pułtusk,,06-100,yes,,yes,yes,
"Przedsiębiorstwo Budowlano-Handlowe ""Z.Niziński"", (Stacja Partnerska Marki Lotos)",5,Wyszkowska,Pułtusk,,06-100,yes,yes,yes,yes,
Stacja Paliw,,Sp. Kółek,Szyszki,,06-126,yes,,yes,,
"Lux-Motor Oil A. Nieścior, J. Nieścior Spółka Jawna",28A,,,ŚWIERKOWO,06-150,yes,,yes,yes,
Stacja Paliw Ger Pol,,,,WINNICA,06-120,yes,,yes,,
Tank-Gaz Bogdan I Teresa Wroniak,18,Pułtuska,Zatory,,07-217,yes,,yes,yes,
"Gerpol Sp. Z O.O., (Stacja Partnerska Marki Lotos)",,"Zbrożki, Gm.",Zbrożki,,06-120,yes,,yes,yes,
Firma Handlowo-Usługowa K&M S.C.,217,,,BŁAZINY DOLNE,27-100,yes,,yes,yes,
"Marek Jaworski ""Expuch""",13,,,BRÓD,26-660,yes,,yes,yes,
Gminna Spółdzielnia Samopomoc Chłopska W Jedlni Letnisko,5,Radomska,Gózd,,26-634,yes,yes,yes,,
P.H.U. Sam Sadowski Mirosław (Stacja Shell Polska Sp. Z O.O. Nr 8101),40,Pienki,Ilża (Pienki),,27-100,yes,,yes,yes,
Lamkad Export-Import Pw  Edward Lament,96,Walentynów,Iłża,,27-100,yes,,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 208),16,"Danuty Siedzikówny"" Inki""",Iłża,,27-100,yes,yes,yes,yes,
Jm J.M.R. Bieniek Spółka Jawna,120,,,JASTRZĘBIA,26-631,yes,,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Mera"" Edmud Kosiec, Elżbieta Kosiec - Spółka Jawna (Stacja Franczyzowa Pkn Orlen S.A. Nr 7159)",,Warszawska,Jedlanka,,26-660,yes,yes,yes,yes,
Auto-Gaz Stacja Paliw Zbigniew Surosz,1,Warszawska,Jedlińsk,,26-660,,,,yes,
Term-Oil Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),41,Warszawska,Jedlińsk,,26-660,yes,yes,yes,yes,
"Tadeusz Lubaszka, Łukasz Lubaszka - Wspólnicy Spółki Cywilnej",42,,,KLWATKA KRÓLEWSKA,26-634,yes,,yes,yes,
Auto Gaz Stacja Paliw Jarosław Dyl,35A,,,KOŃCZYCE KOLONIA,26-600,,,,yes,
Jarosław Celniak Auto Gaz Celniak Jarosław,60E,,,KOTARWICE,26-624,,,,yes,
"Waldemar Bronisław Stelmach Przedsiębiorstwo Wielobranżowe ""Instal-Bud""",174,,,KRZYŻANOWICE,,,,,yes,
Gazoil Agnieszka Machnio Justyna Staluszka S.C.,92,,,LASOWICE,26-630,,,,yes,
Unimot Społka Akcyjna (Avia),1,Radomska,Makowiec,,26-640,yes,yes,yes,yes,
Remi Bis Spółka Z Ograniczoną Odpowiedzialnością,145,Radomska,Milejowice,,26-652,yes,,yes,yes,
Zakład Produkcyjno Usługowo-Handlowy Wiesława Plaskota,10,,,MŁODOCIN MNIEJSZY,26-624,yes,,yes,yes,
"Jan Kosiec Centrum Ogrodniczo - Przemysłowe, Auto-Gaz",43A,,,OBLAS,26-650,yes,yes,yes,yes,
Handel I Usługi Transportowe Gębski Mariusz,109,,,PARZNICE,26-624,,,yes,,
"Robert Wysocki - O.S.K. I Montaż Instalacji Gazowych, (Stacja Partnerska Marki Lotos)",7,Słowackiego,Pionki,,26-670,yes,,yes,yes,
Lotos Paliwa Spółka Z Ograniczoną Odpowiedzialnością,52,Kieszek,Pionki,,26-670,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 385),9,Al. Jana Pawła Ii,Pionki,,36-670,yes,yes,yes,yes,
Petrorad Spółka Z Ograniczoną Odpowiedzialnoscią (Part. Bp),2,Radomska,Pionki,,26-670,yes,,yes,,
Axan Retail Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa,1,Zwoleńska,Pionki,,26-940,yes,,yes,yes,
Jan Pal Janusz Lewiński,,,,PIONKI,26-670,,,,yes,
Stacja Gazowa P.W. „Tyk-Gaz” Mariusz Tyczyński,174/1,,,RAJEC SZLACHECKI,26-613,,,,yes,
Satal Ii S.C.,36,Konopnickiej,Skaryszew,,26-640,yes,,yes,yes,
Fryz-Gaz Iwona Gołębiowska,54,Słowackiego,Skaryszew,,26-700,yes,,yes,yes,
Firma Handlowo-Usługowa Iwona Czajkowska,129,,,STRZAŁKÓW,26-625,yes,yes,yes,yes,
"Przedsiębiorstwo Handlowo-Usługowe ""Kaspol-Bis"" Jadwiga Skorupa",73A,,,TRABLICE,26-624,yes,,yes,yes,
Lamkad Export-Import Przedsiebiorstwo Wielobranżowe - Edward Lament,96,,,WALENTYNÓW,27-100,,,yes,,
Zakład Produkcyjno-Handlowy Jerzy Strzałkowski,2A,Warszawska,Wielogóra,,26-660,yes,yes,yes,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna,81,Warszawska,Wielogóra,,26-660,yes,,yes,,
"F.H.U. ""Kontakt"" Ireneusz Gurlicki",66,Radomska,Wierzbica,,26-680,yes,,yes,yes,
"Przedsiębiorstwo Wielobranżowe ""Stiv"" Karol Wojewoda (Fr. Orlen)",8,,,WOLA GUTOWSKA,26-660,yes,yes,yes,yes,
Pw Stiv Karol Wojewoda (Stacja Franczyzowa Pkn Orlen S.A. Nr 7368),101,Warszawska,Wola Gutowska (Jedlińsk),,26-600,yes,yes,yes,yes,
Term-Oil Sp. Z O.O. (Stacja Partnerska Marki Bp),32,Radomska,Wolanów,,26-625,yes,yes,yes,yes,
Term-Oil Spółka Z Ograniczoną Odpowiedzialnością (Part. Bp),41,Warszawska,Wsola,,26-660,yes,yes,yes,yes,
Amic Polska Spółka Z Ograniczoną Odpowiedzialnością,,,,ŻERDŹ,26-650,yes,,yes,yes,
Circle K Polska Spółka Z Ograniczoną Odpowiedzialnością,9,Warszawska,Gręzów,,08-130,yes,,yes,yes,
Halina Jóźwiak - Auto - Gaz,45C,Siedlecka,Żelków-Kolonia,,08-110,yes,,yes,yes,
"Stacja Lpg 08-130 Kotuń, Broszków",,,,BROSZKÓW,08-130,,,,yes,
"Stacja Lpg 08-113 Domanice, Domanice Kolonia",,Domanice,Domanice Kolonia,,08-113,,,,yes,
Alnnafta Spółka Z Ograniczoną Odpowiedzialnością,70,,,DOMANICE KOLONIA,08-113,yes,,yes,yes,
Axan Retail Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa,79,Siedlecka,Hołubla,,08-107,yes,,yes,yes,
Stacja Paliw Gaz-Ela Jagodne,,,,JAGODNE,08-122,,,,yes,
Gopal Jerzy Gochnio,3,Przemysłowa,Korczew,,08-108,yes,,yes,yes,
"Przedsiębiorstwo Handlowo- Usługowe ""Juwo"" W. Omelańczuk, J. Gochnio Sp.J",1,Przemysłowa,Korczew,,08-108,yes,,yes,yes,
"Dragon Sp. Z O. O. 06-213 Gąsewo, Zamość 8",,,,KOTUŃ,08-130,,,,yes,
Stacja Paliw Pobi-Tank Piotr Pobikowski,33,Szkolna,Mokobody,,08-124,yes,yes,yes,yes,
"F.H.U. Bomix, Maciej Bolesta",19,Narutowicza,Mordy,,08-140,yes,yes,yes,yes,
Bp Europa Se Spółka Europejska Oddział W Polsce,4,Siedlecka,Nowe Iganie,,08-103,yes,yes,yes,yes,
Red-Elektro-Pal Firma Handlowa - Sławomir Redosz,113,,,OLEŚNICA,08-117,yes,,yes,yes,
Stacja Lpg,,,,POLAKI,08-130,,,,yes,
Pol-Petrol Spółka Z Ograniczoną Odpowiedzialnością (Fr. Orlen),33D,,,POLAKI,08-130,yes,yes,yes,yes,
Stock Oil Spółka Z Ograniczoną Odpowiedzialnością,5,Siedlecka,Pruszyn-Pieńki,,08-110,yes,yes,yes,yes,
Zygmunt Władyslaw Ruciński,22,Tadeusza Kościuszki,Przesmyki,,08-109,yes,,yes,,
Olgros Spółka Z Ograniczoną Odpowiedzialnością Spółka Komandytowa,13,Starzyńskiego,Siedlce,,08-110,yes,,yes,,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 4232),179,Brzeska,Siedlce,,08-110,yes,yes,yes,yes,
Stacja Paliw Pwik Sp. Z O.O.,8,Leśna,Siedlce,,08-110,,,yes,,
Gaz-Ela Anna Koziak,2,Jagielły,Siedlce,,08-110,,,,yes,
"Pphu ""Gazda"" Spółka Z Ograniczoną Odpowiedzialnością",17,Starzyńskiego,Siedlce,,08-110,,,,yes,
Polski Koncern Naftowy Orlen Spółka Akcyjna (Stacja Nr 1515),,,,SIEDLCE,08-110,yes,yes,yes,,
Marianna Rowicka - Ph Benz-Oil,25,Torowa,Siedlce,,08-110,yes,,yes,yes,
"Adam Chwedoruk - Benz-Ol Ii Przedsiębiorstwo Handlowe, (Stacja Partnerska Marki Lotos)",174,Sokołowska,Siedlce,,08-110,yes,yes,yes,yes,
